T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.7,24.2,12.1,1019.5,76,2.3,1.5,3.5,134
20.3,25,15.3,1019.6,75,1.9,2.8,5.4,121.78
17.5,17.8,15.8,1017.4,98,1.9,3.3,9.4,55.62
16.7,21.6,12.2,1016.9,81,1.1,2.6,9.4,105.04
18.6,23.4,13.3,1015.4,76,1.6,1.5,7.6,124.97
18.7,22.4,15.5,1015.5,83,1.3,1.5,3.5,88.78
17.7,22.2,11.7,1013.2,64,1.8,3.1,7.6,95.76
18.2,24.4,12.1,1013.9,66,1.8,1.1,3.5,171.67
19.6,25.8,13.5,1015.1,70,1.6,1.1,3.5,190.61
21.4,26.2,15.7,1015.2,72,2.4,4.3,9.4,90.63
18.4,22,15.4,1017.3,73,1.9,3.1,7.6,73.59
18.4,23.4,13.8,1019,70,1.9,2.2,5.4,95.62
17.4,22.7,12,1015.1,60,2.6,2.2,9.4,73.85
18.2,23.8,12.5,1013.4,65,2.6,1.9,7.6,126.39
18.1,23,12.7,1013.4,68,1.9,2.6,7.6,125.38
19.1,23.2,15.5,1014.8,71,1.9,2.8,9.4,79.91
18.9,24,13.5,1016.8,64,2.6,2.4,3.5,74.42
17.6,23,12.6,1018.3,56,2.7,2.2,5.4,53.58
19.9,22.8,16.3,1017.4,61,1.9,3.3,5.4,91.13
18.5,20.2,16.8,1018.7,72,1.9,2.4,5.4,124.25
19.7,25.2,15.4,1018.5,63,2.1,3.5,9.4,93.48
20.1,26,14.3,1013.6,56,2.1,1.9,5.4,106.35
22.1,28,15.2,1010.5,60,2.6,2.2,7.6,113.43
21.9,27.4,17.1,1013,54,2.7,3.1,11.1,65.68
23.7,28.6,18.7,1015.6,70,2.4,3.9,7.6,79.36
24.5,29,20.5,1016.3,65,3.1,4.1,7.6,54.13
23.7,29.4,18.8,1018.3,64,2.1,2,7.6,83.83
20.3,21.8,18.6,1013.9,84,1.9,3,5.4,77.84
22.8,26.8,17.8,1014,70,3.1,3.1,5.4,40.53
23.2,27.2,19.2,1014.2,67,3.1,2.4,3.5,44.97
24.7,30,19.1,1012.3,63,3.1,1.5,3.5,93.51
25.9,30.6,19.9,1011.6,64,3.1,2,5.4,98.42
24.7,30.4,20.2,1011,71,3.1,4.3,7.6,77.32
24.1,26.4,21,1013.8,82,3.7,3,3.5,30.91
24.8,30,20.6,1012.2,72,3.7,2.4,5.4,35.73
24.3,30,19.5,1011.9,59,3.5,2.6,7.6,54.52
28.6,33.2,22.2,1013.6,66,3.5,2,5.4,54.84
25.6,30.7,20.8,1013.9,60,4,7.2,11.1,44.12
25.5,30.8,19.2,1013.4,64,3.7,4.4,11.1,22.86
27.2,32.6,21.1,1011.7,52,3.7,3.7,11.1,74.15
26.9,32,22.5,1011,54,4,3.9,9.4,33.76
27.4,33.4,21.6,1011.8,62,3.5,5.7,11.1,36.7
28.7,33.8,23.1,1008.6,70,3.7,3.9,5.4,40.68
29.6,34.8,25,1010.1,56,4,3.9,9.4,28.77
30.5,36.2,24.5,1010.4,51,4,3.9,7.6,41.37
30.4,35.8,24.5,1009.8,48,4,2.2,5.4,34.9
30.5,36.8,26,1008.1,59,4,2.4,3.5,42.91
30.6,36.2,24.5,1007.3,68,4,3.9,9.4,35.89
31.3,36.2,26.6,1008.9,61,4,1.3,3.5,38.46
31.2,37.4,25.5,1007.8,56,4,3.3,7.6,38.89
30.1,35.2,25.9,1009.1,49,4,7,18.3,25.45
29.9,35,24.8,1010.1,53,4,2.8,5.4,21.51
30.6,35,26.5,1008.2,73,4,3.9,5.4,25.23
31.2,36.4,27.1,1009,73,4,2.4,3.5,27.02
29.2,35.2,24.2,1008.9,75,3.7,2.4,3.5,24.59
30.2,34.2,24.8,1008.2,67,4,7,9.4,13.21
29.4,33.8,23.6,1009.4,74,3.7,3.3,5.4,15.1
23.7,25.4,20.5,1009.9,79,4,2.4,5.4,11.45
28.7,32.8,23.6,1008,74,4,4.1,5.4,15.05
27.4,32.2,23.1,1010.3,75,4,3,5.4,16.31
27.1,29.8,24.2,1011.8,79,4,4.1,7.6,11.57
25.4,32.8,22.2,1008.6,83,3.5,3.7,9.4,10.14
26.8,30.8,21.1,1006.8,81,3.5,0.7,1.9,19.5
28.4,32.8,23,1007.3,77,4,2.2,5.4,18.65
28.8,34.6,24.4,1007.9,72,4,1.5,5.4,16.27
30.1,34.2,23.7,1006.9,72,4,3.3,7.6,15.58
32,37.2,27,1007.4,65,4,2.4,5.4,20.58
30.6,32,29.2,1004.2,79,4,13.7,16.5,17.75
30.4,31.8,28.7,1003.7,78,4,14.1,18.3,17.19
28.3,32.8,23,1003.9,82,3.2,7.8,14.8,6.84
29.7,34.4,25,1008.3,74,4,4.6,14.8,13.79
29.5,33.4,24.9,1008.1,79,4,6.9,13,13.55
29.9,35.4,26.1,1006.5,77,3.7,7.8,16.5,16.96
31.2,34.8,25.7,1005,74,4,7,11.1,15.94
29.8,35.6,26,1002,80,3.7,2.6,7.6,23.52
30.4,35.2,25.4,1001.5,81,4,3.5,7.6,24.1
31.8,35.8,27.7,1001.8,75,4,3.3,5.4,22.47
29.2,30.8,27.1,999.8,90,3.5,4.6,7.6,12.84
28.4,30,27,1001,93,4,4.1,7.6,11.13
29.4,31.8,26,1000.2,87,4,5,7.6,13.52
29.9,32.8,27.5,1001,85,4,4.8,7.6,18.49
29.3,31,27.8,1000.2,86,3.7,4.1,9.4,10.76
28.9,31.2,27.4,998.6,88,3.7,4.3,9.4,11.76
31.1,34.4,27.2,1004,73,4,8.9,13,16.93
30.6,34.2,26,1002.6,74,3.7,11.5,16.5,9.42
28.3,32.6,25,1002.4,86,3.7,6.5,13,8.67
31.9,34.8,28.1,1001.5,74,4,7.4,9.4,12.25
31.8,35.6,28.5,999.9,73,4,6.7,11.1,12.61
31.2,34.6,28.5,1000.5,77,4,4.6,9.4,10.11
29.6,31,27,1002.1,88,4,3.5,5.4,12.82
30.4,33,27.7,1002.8,84,4,6.3,9.4,21.28
30.6,33.6,27.6,1001.1,83,4,10,14.8,15.33
29.7,31.5,25.8,1000.1,89,4,2.4,5.4,21.99
30.3,33.4,28,1000.9,80,4,5.2,7.6,15.81
28.8,31.8,27.2,1001.5,87,4,4.8,7.6,13.47
29.7,32.8,26.5,1002.4,86,3.7,8.5,11.1,6.65
28.3,31,26.2,1003.6,91,4,5.6,11.1,10.61
30.6,33.8,26.2,1006.5,81,4,2.8,5.4,13.59
31.8,35.3,27.9,1005.1,79,4,5,7.6,14.81
30.2,35.4,28.4,1003.4,85,3.5,5,7.6,21.72
30.7,34.6,27.7,1003.4,82,4,3.3,7.6,9.72
30.9,33.4,28.1,1001.6,83,4,4.6,9.4,6.98
31.3,34.8,28.7,998.4,84,4,2.2,5.4,16.05
31.3,35,28.5,994.2,86,3.7,2,3.5,37.78
29.6,31.2,26.3,1001.5,89,4,4.4,9.4,17.8
29.8,31.8,27.3,999.4,89,3.7,2.8,5.4,15.66
29.9,33,26.7,999.5,84,4,3.1,9.4,10.54
30.6,33.2,27.1,998,80,4,6.9,11.1,7.9
29.9,32.6,28.1,995.5,87,4,7.4,9.4,6.63
28.8,30.4,27.3,994.7,92,4,6.7,11.1,9.78
27.9,30.6,25.6,996.3,92,4,7,11.1,10.71
27.2,28.2,25.7,999.7,95,3.7,7.6,13,4.82
26.9,27.6,25.5,1003.9,95,4,5.9,9.4,7.25
30.4,34.6,26.2,1000.5,80,4,4.4,7.6,23.59
28.2,30.2,26.1,999.6,92,4,8,14.8,9.53
27.2,29.2,25.4,1002.3,93,3.5,4.8,7.6,8.82
32,35.2,29.1,1004.3,80,4,3,9.4,25.08
26.8,30.2,23.6,1005.8,95,4,3,5.4,25.28
27.1,28.4,24.6,1007.7,93,4,2.8,7.6,15.93
29.1,33.2,26.1,1008.4,86,4,3.7,9.4,12.62
30.7,32.8,28.1,1005.2,80,4,4.1,9.4,8.45
29.7,34.2,26.8,1005.6,86,4,3.7,11.1,10.21
30.3,33.6,26.1,1004.3,83,4,2.8,5.4,21.69
30.4,33.4,27.5,1006.4,79,4,4.6,7.6,6.27
30.8,34.6,27.8,1005.1,78,4,2.2,5.4,7.22
29.7,31.6,27.7,1005,84,4,3.3,7.6,7.53
31.6,34.6,27.3,999.7,77,4,4.4,7.6,21.46
29.3,31.8,25.5,998.3,85,4,3.7,7.6,20.57
28.7,30,27.3,998.5,88,4,5.9,9.4,8.92
28.2,29.8,27.4,1002.9,93,4,5.9,9.4,14.82
28.7,30.6,26.7,1002.7,90,4,3.3,5.4,20.45
30.1,33.4,24.5,1003.9,77,4,3.1,5.4,25.33
29.5,32,26.6,1002.8,79,4,5.6,9.4,14.02
28.9,32,26.2,1004.1,86,4,3.9,5.4,9.83
28.8,31.4,26.7,1005.2,86,4,1.3,5.4,14.83
28.5,29.8,26.6,1008,87,4,3.3,7.6,12.86
28.8,32.6,25.9,1007.9,85,4,1.3,3.5,23.22
28.9,32,26.6,1007.4,88,2.7,1.5,3.5,31.67
31,35,26.7,1004.8,74,3.5,4.6,7.6,40.45
30.6,34.4,27.4,1005.9,74,4,4.6,7.6,12.34
30.1,33.6,26.7,1005.7,76,4,3,7.6,9.84
29.1,32.2,26.1,1006.1,81,3.5,1.3,3.5,33.41
30.5,34,26.6,1006.3,73,3.7,3.7,7.6,48.19
29.1,33.1,26.3,1006.1,78,4,5.4,9.4,9.01
28,31.2,24.5,1009.9,80,3.2,1.9,3.5,32.36
27.3,31.8,24.1,1010.3,69,3.4,1.9,5.4,58.86
27,32.4,21.1,1009.8,65,3.5,1.1,5.4,67.61
28.3,31.2,23.6,1010.4,80,3.5,3.3,7.6,12.64
28.5,32,24.9,1011.7,77,3.7,2,5.4,14.16
27.3,31.8,23.8,1011.7,68,3.1,3.1,5.4,83.59
23.7,29,19.1,1015.5,60,2.7,2,5.4,101.68
24.4,29.6,18.3,1015,63,3.7,1.5,5.4,84.12
25,30.6,18.5,1013.4,62,3.5,1.9,7.6,64.07
26.6,31.8,21.8,1013.9,57,3.2,3.7,9.4,50.96
26.1,32.3,19.9,1013.4,58,3.7,1.5,5.4,62.73
25.4,30.8,20.6,1013.5,58,3.5,3.1,11.1,95.56
26.8,30.4,22.2,1011.8,75,3.1,2,3.5,57.81
27.5,30.8,23.8,1011.5,77,2.3,2,5.4,65.95
23.3,25,21.2,1012.8,91,1.3,2,5.4,102.81
21.5,26.4,17.1,1014.9,73,2.6,1.9,3.5,83.96
21.8,25.6,17.6,1015.2,79,2.1,0.4,1.9,100.4
23.2,27,19.2,1016.4,66,2.7,5.7,9.4,69.38
21.2,27.2,15.4,1015.2,67,1.9,1.9,5.4,122.74
21.6,27,15.8,1013.5,69,2.4,1.3,3.5,136.83
21.9,27.6,15.9,1013.5,68,1.9,1.3,5.4,149.3
23,28.4,18.6,1015.9,72,2.4,0.7,1.9,86.47
21.5,25.2,18.4,1015.3,84,1.8,0.4,3.5,152.25
21.3,25.6,17.6,1014.1,85,0.6,0.9,3.5,139.58
21.7,26.6,16.3,1012.7,77,1.6,0.2,1.9,117.07
22.1,26.6,17.6,1014.5,73,2.9,1.5,22.2,127.4
22.1,26.4,17.2,1016.2,70,3.1,2.6,7.6,109.36
17.3,21.8,13.1,1017.8,59,3.5,3.1,7.6,96.66
16.8,22,12.5,1016.7,63,3.1,2.6,7.6,120.48
17,22.6,11.4,1014.8,72,1.4,1.9,5.4,150.58
19,24.8,13.7,1014.3,69,2.6,1.3,3.5,141.32
17.5,23.8,12.7,1015,66,1.8,2.6,9.4,137.9
17.6,23.6,11.2,1013.8,64,2.6,1.5,5.4,138.26
18.5,24.8,12.8,1015.6,62,2.6,2.8,7.6,120.03
